DCUN1D1	3.09	3.81	3.80	4.01	4.09
DCUN1D2	2.69	2.68	3.34	4.44	3.82
DCUN1D3	0.93	2.39	2.56	2.63	2.88
DCUN1D4	2.31	2.51	2.77	3.29	3.24
DCUN1D5	2.39	1.99	2.33	2.51	2.27
DCX	1.07	0.75	-0.65	5.01	0.73
DCXR	4.21	4.43	3.67	3.76	4.81
DDA1	2.98	3.59	3.51	3.95	4.40
DDAH1	3.23	3.31	3.44	4.04	3.95
DDAH2	4.65	5.14	5.24	5.95	4.78
DDB1	4.60	5.27	5.39	5.92	5.83
DDB2	3.16	3.91	3.77	4.10	3.99
DDC	3.07	2.30	-1.28	2.94	5.40
DDHD1	0.67	1.17	1.81	2.08	2.25
DDHD2	1.94	3.12	2.75	3.51	3.47
DDI1	-0.25	-0.04	0.10	-0.08	0.48
DDI2	0.95	3.01	2.18	2.88	2.92
DDIT3	3.36	2.85	2.42	2.89	3.29
DDIT4	4.60	5.12	4.62	4.95	5.47
DDIT4L	1.11	1.24	0.98	1.48	0.10
DDN	0.39	0.20	1.18	0.06	1.50
DDO	0.35	1.82	0.59	0.85	1.92
DDOST	5.42	6.12	5.86	5.41	6.17
DDR1	1.93	3.29	2.92	3.66	4.27
DDR2	-0.41	2.28	1.52	1.20	1.50
DDRGK1	4.17	4.84	5.04	4.43	5.75
DDT	5.36	4.26	4.02	4.50	4.34
DDTL	0.89	1.65	2.30	2.82	3.02
DDX1	4.28	4.99	4.73	5.02	5.49
DDX10	3.57	3.42	3.67	3.67	3.34
DDX11	1.48	2.75	2.77	3.37	4.05
DDX17	3.66	4.90	5.52	6.21	5.86
DDX18	3.96	4.33	4.74	4.61	4.35
DDX19A	2.53	3.65	4.01	3.97	4.54
DDX19B	2.09	2.70	2.75	3.11	3.37
DDX20	2.83	2.95	3.68	3.65	3.22
DDX21	3.69	4.13	4.49	4.34	4.51
DDX23	4.16	5.07	5.08	5.36	5.72
DDX24	4.37	5.18	5.27	5.71	5.57
DDX25	2.71	1.55	1.42	3.69	3.87
DDX27	3.69	4.32	4.81	5.17	4.71
DDX28	2.35	2.83	2.97	2.69	3.13
DDX31	1.20	2.10	2.60	2.33	2.65
DDX39A	5.76	5.22	5.10	5.86	6.02
DDX39B	4.64	5.17	5.62	6.15	6.10
DDX3X	3.19	4.28	4.54	5.07	4.77
DDX3Y	1.10	2.11	2.04	1.43	3.06
DDX41	3.42	4.47	4.41	4.90	5.14
DDX42	2.53	4.02	4.55	4.57	5.24
DDX43	-0.12	1.04	0.77	1.10	1.17
DDX46	3.05	3.80	4.03	4.93	4.26
DDX47	3.36	3.77	4.47	3.84	3.79
DDX49	4.53	4.45	4.08	4.54	4.81
DDX5	5.73	6.48	6.74	6.76	6.98
DDX50	4.16	3.96	4.22	4.64	4.28
DDX51	1.71	2.98	3.72	3.66	4.53
DDX52	3.18	3.42	3.89	3.82	3.85
DDX54	1.95	3.31	3.56	2.94	4.14
DDX55	3.04	3.43	4.20	4.38	4.27
DDX56	3.48	4.02	4.44	4.75	5.17
DDX58	1.74	3.55	3.37	3.28	2.70
DDX59	3.03	3.37	3.80	4.00	3.35
DDX6	1.81	3.69	3.95	4.44	3.97
DDX60	1.02	3.94	2.96	2.45	2.03
DDX60L	0.34	2.95	2.59	2.19	1.75
DEAF1	3.22	3.87	3.33	4.19	4.97
DECR1	3.59	4.95	4.82	3.68	4.20
DECR2	2.79	2.81	3.33	3.06	3.93
DEDD	2.15	2.84	3.35	3.04	3.58
DEDD2	2.82	3.51	2.94	3.49	4.17
DEF6	1.06	4.29	3.93	1.99	2.93
DEF8	1.83	2.02	2.21	2.44	2.57
DEFA5	-0.25	0.78	0.27	-0.12	0.16
DEFA6	0.08	0.29	0.22	0.21	-0.12
DEFB1	3.44	2.86	0.87	3.80	1.33
DEFB124	-0.42	0.67	0.25	0.10	0.55
DEFB126	0.15	0.01	0.68	-0.16	0.51
DEFB134	0.00	-0.13	0.09	0.40	0.29
DEFB135	0.03	0.06	-0.03	0.02	0.09
DEFB4A	0.37	0.41	0.02	-0.06	0.18
DEFB4B	0.06	0.37	-0.02	-0.16	0.13
DEGS1	4.19	4.75	4.55	4.49	4.40
DEGS2	1.78	2.28	0.99	2.06	3.14
DEK	5.85	5.28	5.31	6.41	5.16
DENND1A	1.68	3.05	2.58	3.39	3.66
DENND1B	0.06	1.46	2.12	1.01	1.71
DENND1C	0.61	3.77	2.93	1.80	2.65
DENND2A	2.08	2.95	2.69	4.78	3.98
DENND2D	2.13	4.73	3.46	2.98	3.45
DENND3	1.18	3.19	3.23	3.40	3.18
DENND4A	0.90	2.17	2.03	2.30	2.52
DENND4B	1.92	3.75	4.29	4.30	5.24
DENND4C	2.12	3.34	3.30	4.24	4.07
DENND5A	1.97	3.37	3.25	4.24	3.52
DENND5B	0.82	2.03	2.10	3.37	2.53
DENR	4.64	4.59	5.02	4.88	4.93
DEPDC1	3.17	2.25	2.40	3.87	2.90
DEPDC1B	3.70	2.69	1.97	4.11	2.88
DEPDC4	1.33	0.94	1.27	1.76	1.43
DEPDC5	0.12	1.20	1.50	1.98	1.83
DEPDC7	1.46	1.00	2.10	2.55	1.23
DEPTOR	1.54	3.50	2.66	1.77	3.15
DERA	4.75	4.49	4.34	4.91	4.00
DERL1	3.49	4.28	4.20	3.99	3.87
DERL2	3.84	4.47	4.59	4.26	4.54
DERL3	1.35	4.27	3.13	2.45	2.62
DES	1.00	3.76	2.03	0.74	2.05
DET1	0.58	1.55	2.23	2.13	1.98
DEXI	3.08	4.22	3.82	4.20	4.28
DFFA	1.96	2.93	3.09	3.45	3.64
DFFB	1.93	2.34	2.54	3.02	3.49
DGAT1	2.75	3.46	3.21	3.58	4.23
DGAT2	2.97	2.29	1.95	2.44	1.89
DGAT2L6	-0.03	0.10	0.04	0.13	0.02
DGCR2	1.64	3.21	2.77	3.38	4.25
DGCR6	2.72	3.00	2.25	3.31	4.15
DGCR6L	4.72	4.55	4.45	4.81	4.63
DGCR8	1.39	2.99	3.60	4.39	4.22
DGKA	-0.13	2.47	2.00	1.45	2.00
DGKB	1.34	1.51	-0.56	2.93	3.20
DGKD	0.95	2.38	2.65	3.40	3.45
DGKE	1.49	2.08	1.81	3.21	3.40
DGKG	-0.23	0.80	0.64	1.27	0.45
DGKH	-0.08	0.77	0.40	1.07	0.83
DGKI	0.38	0.31	0.83	1.79	0.69
DGKK	-0.03	-0.04	0.29	0.25	0.24
DGKQ	0.36	2.78	2.74	2.19	3.70
DGKZ	1.47	2.18	2.52	2.56	3.15
DGUOK	4.61	4.07	4.12	4.14	4.50
DHCR24	4.12	5.49	4.84	4.53	6.27
DHCR7	2.97	3.35	3.48	3.40	4.59
DHDDS	1.06	2.25	2.30	2.58	3.01
DHDH	1.30	1.53	1.02	1.14	1.52
DHFR	4.11	3.66	3.81	5.41	3.89
DHH	-0.22	0.68	0.63	0.39	0.66
DHODH	1.65	2.37	2.93	2.59	3.23
DHPS	4.34	3.91	3.52	4.91	4.62
DHRS1	1.85	2.79	2.74	3.25	3.26
DHRS11	2.62	2.95	2.60	3.33	3.95
DHRS12	0.63	1.14	1.54	1.71	1.78
DHRS13	3.90	3.55	3.49	3.85	4.79
DHRS2	1.93	-0.08	0.58	1.98	1.16
DHRS3	2.27	4.62	4.29	3.38	3.19
DHRS4	3.46	3.95	3.40	3.72	4.06
DHRS4L2	2.31	2.25	1.94	2.20	2.40
DHRS7	5.52	5.16	4.66	4.82	5.48
DHRS7B	2.58	3.51	3.04	2.60	3.33
DHRS7C	0.37	0.18	-0.05	0.21	-0.34
DHRS9	-0.05	1.70	1.51	0.13	0.28
DHRSX	3.29	3.53	2.72	3.45	3.81
DHTKD1	2.17	3.36	4.39	3.82	3.98
DHX15	4.41	5.01	5.50	5.51	5.82
DHX16	2.05	3.39	3.50	3.66	4.01
DHX29	2.40	3.33	3.29	3.95	3.39
DHX30	2.38	3.58	3.49	3.89	4.31
DHX32	2.55	3.31	3.37	3.08	3.65
DHX33	1.05	2.21	3.14	2.48	3.37
DHX34	1.92	2.99	3.49	3.32	4.28
DHX35	1.60	2.13	2.61	3.04	2.77
DHX36	3.00	3.53	3.64	3.88	4.36
DHX37	1.72	3.13	3.45	2.97	4.22
DHX38	1.95	3.78	4.28	4.54	5.04
DHX40	3.62	3.76	3.68	4.48	4.05
DHX57	2.08	2.76	3.46	3.95	3.59
DHX58	0.79	3.76	2.92	1.98	2.54
DHX8	2.42	4.00	3.99	4.31	4.66
DHX9	4.53	5.14	5.37	5.99	5.75
DIABLO	3.71	3.69	3.41	3.64	3.98
DIAPH1	2.26	3.98	3.50	4.44	4.01
DIAPH2	0.96	2.07	2.49	2.38	0.63
DIAPH3	0.78	1.14	1.55	2.23	1.88
DICER1	1.03	2.08	2.60	3.43	3.07
DIDO1	1.43	2.40	2.90	3.31	3.23
DIEXF	1.41	2.54	3.37	2.79	3.12
DIMT1	3.02	3.69	3.73	3.70	3.40
DIO2	0.09	1.08	0.12	1.96	0.53
DIO3	0.17	0.77	0.02	0.89	0.08
DIP2A	0.05	1.47	1.75	2.29	2.61
DIP2B	2.05	3.35	3.50	3.75	4.10
DIP2C	1.68	2.50	2.79	3.61	4.09
DIRAS1	2.67	1.97	0.32	4.59	2.68
DIRAS2	2.67	2.24	-0.42	2.12	2.23
DIRAS3	1.69	1.34	1.85	1.39	3.13
DIRC2	2.44	3.04	2.46	3.10	3.12
DIS3	2.14	2.47	2.97	3.41	2.23
DIS3L	1.79	2.75	3.15	3.52	3.36
DIS3L2	1.74	2.92	2.76	3.00	3.50
DISP1	1.08	2.22	2.18	2.94	3.23
DISP2	1.13	1.53	0.82	3.59	3.30
DIXDC1	0.80	2.01	2.74	2.03	2.64
DKC1	4.27	4.09	4.45	4.76	4.82
DKK1	-0.35	1.23	1.19	0.81	-0.09
DKK2	-0.17	1.68	1.83	0.47	0.51
DKK3	1.62	3.85	3.46	3.07	3.63
DKK4	-0.25	0.49	0.29	-0.12	0.44
DLAT	3.46	3.66	3.79	3.81	4.15
DLC1	-0.32	2.05	2.17	1.12	1.78
DLD	3.61	3.91	4.31	4.03	4.41
DLEC1	-0.57	0.42	0.39	0.25	0.87
DLEU7	0.23	0.80	0.94	1.36	0.89
DLG1	1.69	2.56	2.83	3.05	3.23
DLG2	0.03	0.27	0.77	1.18	0.93
DLG3	2.44	2.95	3.13	4.10	3.72
DLG4	0.60	2.08	2.19	3.03	3.78
DLG5	1.95	3.43	3.52	5.41	4.92
DLGAP1	0.98	0.69	0.27	1.99	0.62
DLGAP2	-0.42	-0.07	0.52	0.47	1.02
DLGAP3	1.49	2.11	0.26	4.17	3.80
DLGAP4	2.08	3.29	3.54	3.64	4.88
DLGAP5	4.22	2.93	3.19	4.78	3.19
DLK1	5.50	4.73	0.09	7.37	4.79
DLK2	0.71	0.99	0.32	1.75	1.64
DLL1	1.80	3.39	3.23	2.94	5.68
DLL3	3.67	3.03	-0.28	3.30	5.81
DLL4	1.60	3.39	2.78	2.74	4.52
DLST	3.62	4.07	4.28	5.00	4.46
DLX1	1.75	1.13	0.75	1.48	2.45
DLX2	1.68	0.93	1.05	1.65	2.14
DLX3	0.44	0.66	0.34	0.96	-0.24
DLX5	4.34	3.50	0.57	4.89	3.72
DLX6	3.60	2.67	-0.02	4.81	3.09
DMAP1	2.65	3.22	3.31	3.86	4.33
DMBT1	-0.39	2.22	0.97	0.13	0.72
DMBX1	0.14	0.28	0.19	1.89	0.89
DMC1	1.52	1.78	0.87	2.41	2.60
DMD	-0.05	0.29	0.38	0.28	1.06
DMGDH	0.16	0.71	0.15	1.63	1.10
DMKN	0.93	1.55	-0.07	1.59	1.20
DMPK	1.12	2.71	2.29	3.28	4.65
DMRT1	0.17	0.61	1.11	0.13	0.35
DMRT2	0.63	0.85	2.64	0.87	0.86
DMRT3	0.60	0.79	1.03	0.29	1.22
DMRTA1	1.58	1.88	-0.05	3.68	0.07
DMRTA2	2.91	2.51	-0.16	3.66	2.29
DMTF1	2.04	2.45	2.86	3.75	3.42
DMWD	1.83	3.49	3.63	4.39	5.04
DMXL1	1.42	2.75	2.19	3.58	2.67
DMXL2	0.76	1.85	2.12	2.89	2.62
DNA2	2.83	2.31	3.15	4.04	3.26
DNAAF1	-0.63	1.02	0.81	0.96	1.32
DNAAF2	3.17	2.19	2.65	3.22	2.65
DNAH1	-0.83	1.62	1.96	1.78	2.15
DNAH10	-0.26	0.29	0.55	0.68	1.07
DNAH14	1.99	1.36	2.33	1.85	2.18
DNAH17	-0.46	0.37	1.09	0.73	2.14
DNAH2	-0.44	0.98	0.53	2.87	1.52
DNAH3	-0.16	0.35	0.31	0.53	1.13
DNAH5	0.03	0.98	0.89	1.15	1.41
DNAH6	-0.25	0.37	0.37	1.02	0.62
DNAH7	0.00	0.63	-0.01	1.02	0.74
DNAI1	-0.19	0.76	0.19	1.49	1.85
DNAI2	-0.19	0.59	0.01	0.58	1.46
DNAJA1	5.76	6.30	5.98	6.42	6.22
DNAJA2	3.91	4.09	4.44	4.22	4.36
DNAJA3	3.16	3.51	3.51	3.71	4.20
DNAJA4	1.47	2.71	2.97	2.77	3.97
DNAJB1	5.79	4.86	5.11	5.32	5.61
DNAJB11	4.78	5.49	5.27	5.50	5.53
DNAJB12	1.90	3.00	2.88	2.92	3.42
DNAJB13	-0.15	0.73	0.45	0.49	1.45
DNAJB14	1.80	3.11	3.04	3.13	3.61
DNAJB2	2.98	3.96	3.53	3.80	4.82
DNAJB4	2.31	3.51	3.36	3.19	3.11
DNAJB5	1.59	2.10	1.13	2.88	2.54
DNAJB6	4.57	4.43	4.46	4.90	4.70
DNAJB7	-0.02	0.07	0.62	1.16	0.56
DNAJB9	3.78	4.39	3.91	3.75	4.34
DNAJC1	4.30	4.30	4.04	3.66	4.52
DNAJC10	3.93	5.03	4.42	4.74	5.59
DNAJC11	2.82	4.05	4.48	4.65	5.08
DNAJC12	4.28	2.77	0.88	1.89	5.13
DNAJC13	1.83	3.60	3.46	4.06	3.98
DNAJC14	3.43	4.27	4.12	4.43	4.77
DNAJC15	2.93	3.64	3.53	2.18	2.66
DNAJC16	1.55	2.71	3.02	3.43	3.48
DNAJC17	2.85	3.38	3.75	3.50	4.12
DNAJC18	2.01	2.40	1.86	4.21	2.84
DNAJC19	3.94	3.23	3.21	3.33	3.13
DNAJC2	2.75	2.92	3.63	3.38	3.28
DNAJC21	2.60	2.84	2.67	3.10	2.87
DNAJC22	0.28	2.26	1.59	0.99	2.87
DNAJC24	2.59	2.62	3.40	3.37	3.28
DNAJC25	1.47	1.84	1.81	1.39	1.83
DNAJC25-GNG10	-0.13	0.07	0.15	-0.01	0.63
DNAJC27	0.36	1.11	1.78	1.93	2.24
DNAJC28	0.36	0.88	1.00	1.96	1.32
DNAJC3	2.19	4.10	3.96	3.55	4.06
DNAJC30	1.94	2.88	2.69	2.53	3.11
DNAJC4	3.50	4.29	4.02	4.35	4.86
DNAJC5	2.60	4.34	4.22	4.37	5.65
DNAJC5B	1.22	3.07	2.11	0.16	0.87
DNAJC5G	-0.04	-0.02	0.30	0.27	0.54
DNAJC6	3.04	1.61	0.75	2.86	3.80
DNAJC7	3.86	4.21	4.45	4.41	4.47
DNAJC8	5.35	5.34	5.27	5.57	5.13
DNAJC9	5.49	4.90	4.80	5.80	5.15
DNAL1	1.43	1.75	1.65	3.10	2.60
DNAL4	3.74	4.01	3.82	4.23	4.41
DNALI1	3.18	3.41	1.42	4.06	5.12
DNASE1	0.19	1.44	2.04	2.85	3.38
DNASE1L1	0.96	2.43	1.70	2.54	2.45
DNASE1L2	0.63	1.68	0.88	2.00	3.68
DNASE1L3	1.19	3.90	1.40	1.67	1.49
DNASE2	4.19	5.48	4.50	4.34	4.69
DNASE2B	0.24	1.05	0.85	0.06	-0.09
DND1	0.90	2.48	2.53	3.37	3.50
DNER	3.10	2.88	-0.81	5.26	5.15
DNHD1	-0.35	0.96	1.64	1.90	1.55
DNLZ	4.07	4.18	3.21	3.66	3.90
DNM1	1.48	2.36	2.64	3.62	4.54
DNM1L	2.64	2.93	3.52	3.57	3.96
DNM2	2.28	3.57	3.28	3.56	4.01
DNM3	0.19	0.73	0.81	1.07	1.27
DNMBP	1.20	2.46	3.12	3.15	3.08
DNMT1	3.00	4.08	4.30	5.04	5.41
DNMT3A	1.22	2.26	3.31	3.44	4.23
DNMT3B	0.65	0.89	1.00	2.10	1.79
DNMT3L	0.06	-0.08	0.11	0.12	0.20
DNPEP	3.03	4.45	3.97	3.51	4.55
DNTT	0.18	0.11	0.21	0.58	-0.35
DNTTIP1	4.15	4.25	4.55	4.54	4.68
DNTTIP2	4.54	4.15	4.57	4.73	4.21
DOC2A	1.44	1.87	0.87	3.70	3.80
DOC2B	0.03	1.46	1.96	1.91	1.78
DOCK1	1.42	3.54	3.92	3.39	3.39
DOCK10	0.41	3.15	2.61	2.62	2.18
DOCK11	0.73	3.39	3.06	3.43	2.18
DOCK2	-0.15	4.33	3.34	2.36	1.76
DOCK3	-0.34	0.79	1.37	2.87	1.76
DOCK4	1.10	2.81	2.54	3.16	2.98
DOCK5	-0.56	2.64	1.31	2.64	2.49
DOCK6	0.58	3.22	3.56	2.68	4.48
DOCK7	2.11	2.66	3.40	3.87	3.95
DOCK8	-0.32	3.14	2.22	1.01	0.76
DOCK9	0.55	2.17	1.75	2.56	2.56
DOHH	2.31	2.86	2.66	2.67	3.63
DOK1	1.56	3.02	2.40	1.83	2.53
DOK2	1.09	4.69	3.46	1.75	1.69
DOK3	-0.03	2.98	2.57	1.53	1.57
DOK4	2.09	2.91	3.08	4.13	3.31
DOK5	1.13	1.96	1.36	2.21	0.24
DOK6	0.15	2.14	1.36	1.38	3.36
DOK7	-0.33	0.60	0.26	0.62	1.22
DOLK	2.13	3.44	2.82	2.67	3.71
DOLPP1	2.70	3.02	2.76	3.23	3.57
DONSON	3.82	3.74	3.63	5.04	4.66
DOPEY1	0.72	1.89	1.99	2.82	3.15
DOPEY2	1.70	3.11	2.84	3.33	4.69
DOT1L	1.76	3.19	3.78	5.28	5.22
DPAGT1	2.94	3.94	4.03	3.58	4.26
DPCD	4.74	3.98	3.45	4.39	4.47
DPEP1	-0.45	1.64	0.96	0.53	0.60
DPEP2	0.04	2.99	2.21	0.62	0.88
DPF1	0.89	1.19	0.36	2.94	2.75
DPF2	3.55	4.18	4.48	4.82	4.78
DPF3	-0.24	0.61	0.82	1.85	0.25
DPH1	1.89	3.40	4.01	3.36	4.49
DPH2	2.86	3.16	3.51	3.04	3.69
DPH3	2.27	2.37	2.48	2.43	2.05
DPH5	2.93	2.26	2.77	2.52	2.92
DPM1	5.28	4.62	5.17	4.90	4.62
DPM2	3.87	4.48	3.97	4.04	5.31
DPM3	5.45	4.83	4.42	4.32	5.13
DPP10	0.87	1.40	0.01	1.00	1.54
DPP3	2.81	3.59	3.51	3.27	4.41
DPP4	-0.08	2.87	2.08	1.31	1.01
DPP6	0.02	0.10	0.65	1.58	1.24
DPP7	3.91	5.51	4.60	4.14	5.44
DPP8	0.34	1.84	1.95	1.95	2.01
DPP9	2.43	4.00	3.81	4.08	4.37
DPPA5	0.09	0.02	0.16	0.16	0.16
DPT	0.56	5.34	3.91	1.34	1.61
DPY19L1	2.37	3.51	3.10	4.15	3.22
DPY19L2	1.47	1.13	1.59	3.85	2.24
DPY19L3	1.49	2.39	2.88	3.61	3.12
DPY19L4	2.89	3.41	3.36	3.75	3.92
DPY30	6.34	4.91	5.19	5.71	4.83
DPYD	0.39	3.55	2.79	2.01	1.96
DPYS	0.11	0.50	0.48	0.12	0.05
DPYSL2	2.56	3.52	3.46	5.10	4.37
DPYSL3	4.05	5.19	3.93	5.36	6.30
DPYSL4	2.76	2.31	0.23	6.01	3.15
DPYSL5	2.77	2.23	1.14	5.47	3.77
DQX1	-0.12	0.37	0.60	0.53	0.70
DR1	4.39	4.37	4.44	4.57	4.61
DRAM1	0.93	4.91	3.67	2.17	2.63
DRAM2	4.45	4.36	4.25	4.03	3.86
DRAP1	5.65	5.33	5.27	5.24	5.26
DRD1	0.41	0.71	0.41	0.47	0.61
DRD2	1.77	2.00	1.56	3.69	3.44
DRD4	0.46	0.71	1.26	1.85	2.52
DRD5	0.96	0.72	-0.29	1.69	0.98
DRG1	5.04	4.58	4.88	5.22	4.63
DRG2	3.03	3.89	4.07	3.90	4.39
DROSHA	2.36	3.23	3.53	4.14	4.25
DRP2	-0.64	0.26	0.71	0.40	2.16
DSC2	-0.46	2.29	3.20	1.95	1.47
DSC3	-0.21	0.55	0.93	0.76	0.15
DSCAM	0.20	0.52	0.39	2.02	2.38
DSCAML1	0.66	1.41	1.04	3.48	2.98
DSCC1	4.09	3.09	3.39	3.96	3.40
DSCR3	3.02	4.02	3.83	4.07	4.59
DSCR4	-0.12	0.04	0.68	0.08	0.22
DSE	0.65	3.31	2.70	2.77	2.44
DSEL	0.70	1.95	0.50	2.21	1.40
DSG2	3.02	3.98	4.87	3.94	3.74
DSG3	-0.34	0.19	0.25	0.48	0.86
DSN1	2.54	2.35	3.05	3.51	2.96
DSP	3.51	4.26	3.35	4.87	5.15
DST	0.20	2.32	2.49	3.95	2.72
DSTN	5.98	5.36	5.82	5.27	5.29
DSTYK	0.53	1.92	2.49	2.60	2.72
DTD1	5.35	4.55	4.82	5.14	5.06
DTHD1	-0.40	0.72	0.62	0.09	0.44
DTL	3.55	3.27	3.60	5.22	3.89
DTNA	0.44	1.01	0.84	0.67	2.50
DTNB	0.51	0.40	0.38	1.41	2.04
DTNBP1	3.06	3.44	3.21	3.45	3.67
DTWD1	2.44	2.19	2.80	2.47	1.97
DTWD2	0.60	1.82	1.59	2.39	1.25
DTX1	1.99	2.76	0.39	4.67	3.92
DTX2	1.05	1.96	2.05	1.68	1.98
DTX3	3.45	4.14	4.08	5.27	5.60
DTX3L	2.29	4.73	4.16	3.82	3.77
DTX4	0.12	3.08	3.92	1.65	2.91
DTYMK	4.25	3.64	3.57	4.07	3.88
DUOX1	-0.43	1.68	2.00	1.78	2.18
DUOX2	-0.32	0.87	1.37	1.89	0.98
DUOXA1	-0.29	1.88	2.08	1.74	1.77
DUOXA2	-0.08	0.92	1.00	1.18	0.81
DUS1L	4.36	4.94	5.27	4.62	6.09
DUS3L	2.38	2.88	3.05	3.00	4.12
DUS4L	1.56	1.43	1.41	1.15	1.52
DUSP1	3.78	6.36	5.30	4.32	4.51
DUSP10	2.05	2.72	1.88	2.45	2.68
DUSP11	3.77	3.68	4.05	3.65	3.84
DUSP12	4.02	3.86	4.41	4.16	4.31
DUSP14	3.56	3.51	3.68	4.06	3.65
DUSP15	0.83	0.98	0.84	1.16	1.87
DUSP16	2.10	3.64	3.50	3.84	3.90
DUSP18	0.26	2.22	2.13	3.09	2.84
DUSP19	0.29	0.89	0.96	1.13	1.70
DUSP2	2.92	4.06	3.59	1.67	2.08
DUSP22	3.30	3.97	3.27	3.80	4.58
DUSP23	5.66	5.09	5.17	3.63	5.08
DUSP26	3.81	2.69	0.35	5.01	4.67
DUSP27	0.08	0.26	0.35	-0.04	-0.04
DUSP28	2.01	2.08	2.20	2.33	3.06
DUSP3	2.35	4.18	3.67	3.06	4.23
DUSP4	1.64	2.83	2.40	3.21	3.70
DUSP5	1.47	4.34	3.78	2.19	2.10
DUSP6	1.57	4.29	3.60	3.18	3.27
DUSP7	1.35	3.12	3.14	2.99	3.43
DUSP8	1.66	2.43	2.20	3.11	4.70
DUSP9	0.03	0.21	1.11	0.76	0.37
DUT	4.34	3.48	3.92	4.13	3.69
DVL1	3.29	3.97	4.59	4.35	5.20
DVL2	3.05	3.92	4.08	4.47	4.92
DVL3	3.10	4.65	4.68	5.51	5.84
DYDC1	-0.41	0.32	-0.02	0.75	0.88
DYDC2	0.78	0.30	0.35	0.73	1.06
DYM	3.85	4.05	4.18	4.74	4.67
DYNC1H1	2.97	4.33	4.50	5.70	5.37
DYNC1I1	1.87	0.98	1.61	0.79	2.80
DYNC1I2	4.76	4.92	4.79	5.26	5.04
DYNC1LI1	3.88	3.97	3.98	4.17	3.87
DYNC1LI2	3.11	4.47	5.11	5.53	5.57
DYNC2H1	0.25	0.97	0.98	2.02	1.18
DYNC2LI1	2.76	2.41	3.09	2.76	2.98
DYNLL1	6.10	5.53	5.60	5.76	5.48
DYNLL2	4.23	5.55	5.42	6.10	6.80
DYNLRB1	6.38	6.40	5.87	6.58	6.55
DYNLRB2	0.82	1.82	0.80	1.49	1.71
DYNLT1	7.26	6.17	5.69	6.68	6.02
DYNLT3	4.50	4.28	3.87	4.36	4.40
DYRK1A	2.05	2.87	2.69	3.82	3.69
DYRK1B	2.08	2.76	2.59	3.01	3.65
DYRK2	1.68	2.96	2.77	2.72	3.69
DYRK3	1.63	1.94	1.57	2.31	2.24
DYRK4	2.06	3.42	3.88	2.36	2.66
DZANK1	1.35	1.71	2.48	3.22	2.77
DZIP1	0.85	1.30	2.16	2.96	1.59
DZIP1L	0.41	1.26	1.38	2.54	1.58
DZIP3	1.81	2.70	2.56	3.86	4.16
E2F1	4.75	4.25	4.23	6.13	5.22
E2F2	2.56	2.85	2.42	4.98	3.94
E2F3	2.12	2.96	3.99	3.02	3.85
E2F4	3.04	4.48	4.80	4.34	5.21
E2F5	2.15	2.05	2.76	2.18	2.60
E2F6	2.68	2.61	2.76	3.05	3.63
E2F7	2.30	2.90	2.71	5.53	3.51
E2F8	1.86	1.95	2.15	3.19	2.45
E4F1	3.01	3.83	3.63	4.25	4.90
EAF1	2.73	3.58	3.44	3.64	3.96
EAF2	3.12	3.71	2.68	2.11	2.30
EAPP	4.97	4.43	4.56	4.95	4.33
EARS2	1.82	3.08	3.24	3.00	3.71
EBAG9	3.27	3.42	3.34	3.17	3.42
EBF1	0.74	1.71	2.15	3.30	1.66
EBF2	0.45	1.25	0.53	2.99	1.11
EBF3	2.40	0.58	1.13	5.07	0.68
EBF4	1.43	2.43	2.08	4.00	3.63
EBI3	0.17	3.52	1.75	0.99	1.28
EBLN2	-0.48	1.01	1.64	1.86	1.77
EBNA1BP2	4.48	4.15	4.32	4.15	4.08
EBP	5.50	4.75	4.42	5.13	5.22
EBPL	4.56	3.59	4.62	3.54	3.59
ECD	2.11	2.47	2.62	3.05	2.74
ECE1	1.39	3.48	3.09	3.69	4.05
ECE2	2.30	1.80	1.91	1.59	2.71
ECEL1	0.33	1.66	1.22	2.48	1.48
ECH1	4.91	5.68	5.20	5.51	6.24
ECHDC1	2.66	2.67	3.27	3.06	2.55
ECHDC2	1.65	2.74	2.77	3.21	2.82
ECHDC3	2.26	3.06	2.75	1.94	3.67
ECHS1	5.37	5.32	5.03	5.28	5.32
ECI1	4.50	4.47	3.37	4.50	4.60
ECI2	2.96	3.04	3.32	3.43	3.19
ECM1	0.67	3.39	1.94	1.23	3.35
ECM2	0.10	2.20	1.90	1.16	1.32
ECSCR	2.44	4.09	3.27	2.68	2.37
ECSIT	3.35	2.81	2.76	3.14	3.56
ECT2	4.30	3.88	3.59	5.19	3.78
EDA	0.02	0.23	0.40	1.38	-0.17
EDA2R	-0.48	0.44	0.69	1.08	0.58
EDARADD	2.46	3.11	3.32	2.90	3.49
EDC3	1.27	2.47	2.81	3.08	3.09
EDC4	2.44	3.79	4.12	4.63	5.19
EDEM1	1.11	4.29	3.77	3.12	3.47
EDEM2	2.34	3.49	3.50	2.63	3.07
EDEM3	1.88	3.39	3.68	3.49	4.14
EDF1	6.10	6.26	5.65	6.07	6.22
EDIL3	1.55	3.72	2.10	4.08	3.54
EDN1	0.27	1.93	2.35	0.94	1.21
EDN2	1.56	2.57	1.82	1.37	2.01
EDN3	-0.55	0.01	0.93	1.22	0.24
EDNRA	-0.01	2.50	2.35	1.33	2.41
EDNRB	0.04	1.69	1.54	1.30	1.21
